,id_nombre,nombre,id_ciudad,ciudad,categories,analisis_sentimientos,puntuacion_usuarios,anio,Good_Punctuation
1830,954d,TNT Restaurant,9EV3,San Petersburgo,"American (New), Cajun/Creole, Restaurants, Seafood",1.0,5.0,2017,True
1847,9668,Crab House,9EV3,San Petersburgo,"Restaurants, Seafood",1.0,4.0,2017,True
1872,9857,Big Apple Buffet,9EV3,San Petersburgo,"Restaurants, Chinese, Buffets, Sushi Bars",1.0,3.0,2017,False
1874,989d,Hooks Sushi Bar & Thai Food,9EV3,San Petersburgo,"Chinese, Japanese, Sushi Bars, Restaurants, Thai",1.0,3.4,2017,False
1881,9946,Sila Thai Restaurant,9EV3,San Petersburgo,"Noodles, Restaurants, Thai, Food",1.0,3.1,2017,False
1890,99e3,Schakolad Chocolate Factory,9EV3,San Petersburgo,"Food, Coffee & Tea, Specialty Food, Chocolatiers & Shops, Restaurants, Desserts",1.0,5.0,2017,True
1940,9da1,Love Food Central,9EV3,San Petersburgo,"Gluten-Free, Restaurants, Comfort Food, Vegetarian, Vegan",1.0,4.6,2017,True
1957,9f63,Muddy Water Kava & Tea,9EV3,San Petersburgo,"Nightlife, Restaurants, Cafes, Coffee & Tea, Bars, Lounges, Food, Tea Rooms",1.0,5.0,2017,True
1961,a021,Kissin' Cuzzins,9EV3,San Petersburgo,"Restaurants, Breakfast & Brunch, Diners, Sandwiches, Wraps",1.0,4.5,2017,True
1967,a0a6,City's Bistro,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants, Delis, Sandwiches, Wraps",1.0,4.9,2017,True
1975,a12c,Munch's Sundries & Restaurant,9EV3,San Petersburgo,"Sandwiches, Restaurants, Breakfast & Brunch",1.0,4.5,2017,True
1979,a172,Krispy Krab,9EV3,San Petersburgo,"Seafood, Restaurants",1.0,4.3,2017,True
1995,a2e4,The Sports Bar & Grill,9EV3,San Petersburgo,"Nightlife, American (Traditional), Sports Bars, Bars, Restaurants",1.0,3.5,2017,False
1997,a2e9,Deuces BBQ,9EV3,San Petersburgo,"Southern, Food, Soul Food, Barbeque, Sandwiches, Restaurants",1.0,4.6,2017,True
1999,a303,Iberian Rooster,9EV3,San Petersburgo,"Restaurants, Portuguese",1.0,3.7,2017,False
2016,a494,Blake Rice Massage,9EV3,San Petersburgo,"Active Life, Beauty & Spas, Yoga, Fitness & Instruction, Massage, Massage Therapy, Health & Medical, Gluten-Free, Restaurants",1.0,3.0,2017,False
2026,a5be,Athenian's Gyros & Chicken,9EV3,San Petersburgo,"Middle Eastern, Greek, Restaurants, Mediterranean",0.5,4.0,2017,True
2028,a5de,Uncle Maddio's Pizza,9EV3,San Petersburgo,"Salad, Restaurants, Italian, Pizza",1.0,3.4,2017,False
2049,a82a,Portofino Italian Ristorante,9EV3,San Petersburgo,"Pizza, Restaurants, Food Delivery Services, Italian, Breakfast & Brunch, Food",1.0,3.5,2017,False
2055,a8be,Thuy Cafe,9EV3,San Petersburgo,"Bubble Tea, Vietnamese, Restaurants, Food, Sandwiches",1.0,4.1,2017,True
2064,a95f,St. Pete Bagel Co.,9EV3,San Petersburgo,"Sandwiches, Restaurants, Bagels, Food, Donuts, Coffee & Tea",1.0,4.3,2017,True
2073,a9e4,PIN Wok&Bowl,9EV3,San Petersburgo,"Thai, Asian Fusion, Sushi Bars, Restaurants",1.0,4.2,2017,True
2091,ab6c,Jimmy hula's,9EV3,San Petersburgo,"Bars, Nightlife, Beer, Wine & Spirits, Hawaiian, Burgers, Food, Restaurants",1.0,3.3,2017,False
2092,ab95,Hops and Props,9EV3,San Petersburgo,"Bars, American (New), Nightlife, Restaurants, American (Traditional), Caterers, Event Planning & Services, Beer Bar",1.0,4.5,2017,True
2093,abae,Cappy's Pizzeria,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,4.1,2017,True
2098,abf5,PB & Jelly Deli,9EV3,San Petersburgo,"Sandwiches, Food, Restaurants, Caterers, Food Trucks, Delis, Event Planning & Services",1.0,5.0,2017,True
2104,acc1,The Getaway,9EV3,San Petersburgo,"Cocktail Bars, Seafood, American (Traditional), Restaurants, Local Flavor, Food, Bars, Breakfast & Brunch, Beer, Wine & Spirits, Burgers, Tiki Bars, Nightlife",1.0,3.4,2017,False
2142,b029,Casita Taqueria,9EV3,San Petersburgo,"Mexican, Restaurants",1.0,4.2,2017,True
2164,b19a,Reading Room Restaurant,9EV3,San Petersburgo,"Italian, American (New), American (Traditional), Bars, Nightlife, Food, Vegetarian, Cocktail Bars, Wine Bars, Restaurants, Gluten-Free, Coffee & Tea",1.0,4.7,2017,True
2182,b2fc,Kristina's Cafe,9EV3,San Petersburgo,"American (Traditional), Restaurants, Diners",1.0,3.5,2017,False
2183,b301,Hook's on 4th,9EV3,San Petersburgo,"Sushi Bars, Restaurants, Thai, Korean",1.0,3.9,2017,False
2188,b34e,Banyan Cafe & Catering,9EV3,San Petersburgo,"Food, Breakfast & Brunch, Coffee & Tea, Restaurants",1.0,4.2,2017,True
2208,b4ee,Bodega,9EV3,San Petersburgo,"Spanish, Cafes, Cuban, Latin American, Juice Bars & Smoothies, Food, Coffee & Tea, Restaurants",1.0,4.6,2017,True
2210,b51f,SOHO Juice Co.,9EV3,San Petersburgo,"Juice Bars & Smoothies, Restaurants, Food, Vegetarian, Acai Bowls, Vegan, Salad, Live/Raw Food",1.0,3.8,2017,False
2217,b5f0,Tyrone Restaurant,9EV3,San Petersburgo,"Restaurants, Breakfast & Brunch, American (New), American (Traditional), Cafes",1.0,4.8,2017,True
2229,b69a,JusThai,9EV3,San Petersburgo,"Restaurants, Thai, Asian Fusion, Breweries, Desserts, Bars, Nightlife, Food",1.0,3.2,2017,False
2262,b95c,Hamburger Marys,9EV3,San Petersburgo,"Burgers, Bars, Adult Entertainment, Restaurants, Cabaret, Arts & Entertainment, Nightlife",1.0,4.1,2017,True
2264,b990,Craftsman House Gallery & Cafe,9EV3,San Petersburgo,"Arts & Entertainment, Restaurants, Art Galleries, American (New), Cafes, Shopping",1.0,2.2,2017,False
2281,badd,Old Earth Pure ORGANIC Food,9EV3,San Petersburgo,"Salad, Live/Raw Food, Vegan, Health Markets, Juice Bars & Smoothies, Restaurants, Specialty Food, Food",1.0,5.0,2017,True
2293,bbd2,Bun Cha Hanoi,9EV3,San Petersburgo,"Vietnamese, Restaurants",1.0,5.0,2017,True
2326,be49,Babalu,9EV3,San Petersburgo,"Nightlife, Burgers, Bars, American (Traditional), Restaurants",1.0,2.6,2017,False
2338,bf95,Side Door Deli,9EV3,San Petersburgo,"Delis, Restaurants",1.0,3.0,2017,False
2342,bfff,Chi-Town Beefs and Dogs,9EV3,San Petersburgo,"Sandwiches, Restaurants, Hot Dogs, Italian",1.0,3.7,2017,False
2346,c034,Connie's Bar-B Q,9EV3,San Petersburgo,"Restaurants, Barbeque",1.0,2.2,2017,False
2365,c1e4,Derby Lane,9EV3,San Petersburgo,"Arts & Entertainment, Restaurants, Steakhouses",1.0,3.3,2017,False
2390,c3dc,Proper Smokehouse & Whiskey Bar,9EV3,San Petersburgo,"Bars, Cocktail Bars, Barbeque, Nightlife, Restaurants, Southern",1.0,3.1,2017,False
2396,c43b,Dragon Phoenix Chinese,9EV3,San Petersburgo,"Chinese, Restaurants",1.0,2.0,2017,False
2427,c72c,Cafe Vienna,9EV3,San Petersburgo,"Breakfast & Brunch, German, Austrian, Restaurants",1.0,4.0,2017,True
2442,c820,Joey Brooklyn's Famous Pizza Kitchen,9EV3,San Petersburgo,"Sandwiches, Pizza, Restaurants, Salad",1.0,3.8,2017,False
2460,c974,Yummy Thai,9EV3,San Petersburgo,"Thai, Restaurants",1.0,4.6,2017,True
2461,c979,Flippers Pizzeria,9EV3,San Petersburgo,"Pizza, Food, Restaurants, Salad, Sandwiches, Italian",1.0,3.7,2017,False
2466,c9b6,MNM BBQ,9EV3,San Petersburgo,"Salad, Event Planning & Services, Bars, Sandwiches, Restaurants, Barbeque, Food Delivery Services, Food Trucks, Food, Beer Bar, Nightlife, Caterers",1.0,4.4,2017,True
2478,caf4,Long John Silver's,9EV3,San Petersburgo,"Fast Food, Restaurants, Seafood",1.0,2.9,2017,False
2499,ccc6,Burrito Boarder,9EV3,San Petersburgo,"Food, Restaurants, Specialty Food, Mexican",1.0,3.1,2017,False
2507,cd32,Patio 6 Prime Smokehouse Wing Bar and Grill,9EV3,San Petersburgo,"Restaurants, Smokehouse, Fast Food, Food, Barbeque, Chicken Wings, Bars, Nightlife",1.0,3.3,2017,False
2536,cfd5,El Tenampa Mexican Restaurant,9EV3,San Petersburgo,"Mexican, Restaurants",1.0,4.0,2017,True
2563,d325,Donut Freak,9EV3,San Petersburgo,"Bakeries, Restaurants, Coffee & Tea, Breakfast & Brunch, Food, Donuts",1.0,4.1,2017,True
2571,d3e3,Limon Loco Fresh Mexican Grill,9EV3,San Petersburgo,"New Mexican Cuisine, Tex-Mex, Food Delivery Services, Specialty Food, Pizza, Food, Mexican, Fast Food, Restaurants",0.5,1.0,2017,False
2597,d639,Biff Burger & Buffy's BBQ,9EV3,San Petersburgo,"Burgers, Restaurants, Nightlife, Barbeque, Bars",1.0,2.7,2017,False
2624,d897,Sab Cafe,9EV3,San Petersburgo,"Vietnamese, Cafes, Restaurants, Asian Fusion, Thai",1.0,4.4,2017,True
2628,d8c1,Aroy Thai and Sushi,9EV3,San Petersburgo,"Thai, Asian Fusion, Restaurants, Soup, Salad, Sushi Bars",1.0,4.4,2017,True
2632,d8d9,Cakes by Carolynn A Special Touch,9EV3,San Petersburgo,"Bakeries, Restaurants, Food",1.0,3.0,2017,False
2641,d98f,La Deja Vu Bistro,9EV3,San Petersburgo,"Food, Restaurants, Donuts, Ice Cream & Frozen Yogurt, Modern European, Breakfast & Brunch, Coffee & Tea, Desserts, Specialty Food, Beer, Wine & Spirits, Sandwiches",1.0,4.7,2017,True
2646,d9e4,China Pearl,9EV3,San Petersburgo,"Restaurants, Chinese, Food Delivery Services, Food, Asian Fusion, Fast Food",1.0,5.0,2017,True
2649,da24,Numex,9EV3,San Petersburgo,"New Mexican Cuisine, Nightlife, Soup, Bars, Food, Wine Bars, Salad, Restaurants, Desserts",1.0,3.9,2017,False
2654,da9a,The Fig Cafe & Hookah Lounge,9EV3,San Petersburgo,"Greek, Hookah Bars, Burgers, Juice Bars & Smoothies, Restaurants, Food, Bars, Cafes, Nightlife, Mediterranean",1.0,4.0,2017,True
2672,dc05,Cask And Ale,9EV3,San Petersburgo,"Bars, Restaurants, Tapas/Small Plates, Nightlife, Lounges",1.0,3.7,2017,False
2678,dc6a,"JO-EL'S Kosher Deli, Market & Café",9EV3,San Petersburgo,"Restaurants, Sandwiches, Food, Kosher, Delis, Food Delivery Services",1.0,4.2,2017,True
2687,dd19,Chile Verde Authentic Mexican Food,9EV3,San Petersburgo,"Restaurants, Mexican",1.0,5.0,2017,True
2715,dfaf,Karma Juice Bar & Eatery - Saint Petersburg,9EV3,San Petersburgo,"Food, Juice Bars & Smoothies, Acai Bowls, Restaurants, Gluten-Free, Breakfast & Brunch, Vegetarian",1.0,4.1,2017,True
2723,e02c,Empire Oyster Bar,9EV3,San Petersburgo,"Nightlife, Party & Event Planning, Food, Seafood, Bars, Caterers, Restaurants, Event Planning & Services, Pop-Up Restaurants",1.0,4.8,2017,True
2780,e4f2,11 Chicks,9EV3,San Petersburgo,"Latin American, Restaurants, Venezuelan",1.0,4.8,2017,True
2793,e61a,House of Mama D's Barbecue And Seafood,9EV3,San Petersburgo,"Barbeque, Seafood, Restaurants",1.0,3.0,2017,False
2795,e64f,McAuley's Pub,9EV3,San Petersburgo,"Bars, Restaurants, Sports Bars, American (Traditional), Beer Bar, Pubs, Sandwiches, Nightlife",1.0,2.3,2017,False
2802,e6d5,Urban Comfort,9EV3,San Petersburgo,"Comfort Food, Restaurants, Event Planning & Services, Caterers, Food, Breweries, Southern",1.0,4.0,2017,True
2809,e762,Siciliano's,9EV3,San Petersburgo,"Italian, Food, Food Delivery Services, Restaurants, Pizza",0.5,1.0,2017,False
2825,e8ca,28 Grams Pizza,9EV3,San Petersburgo,"Restaurants, Pizza",1.0,4.3,2017,True
2827,e8de,Publix Super Market,9EV3,San Petersburgo,"Food, Delis, Grocery, Restaurants",0.5,3.0,2017,False
2842,e9f4,The Burg Diner,9EV3,San Petersburgo,"Diners, Restaurants",1.0,4.5,2017,True
2857,eb48,O' Bistro,9EV3,San Petersburgo,"American (New), Restaurants",1.0,4.4,2017,True
2858,eb75,Pizza@ Tyrone Square,9EV3,San Petersburgo,"Pizza, Restaurants, Fast Food",1.0,4.8,2017,True
2871,ecb6,IceBurg,9EV3,San Petersburgo,"Food, Ice Cream & Frozen Yogurt, Cafes, Acai Bowls, Restaurants, Desserts",1.0,3.9,2017,False
2882,ed8a,Souzou Asian Kitchen,9EV3,San Petersburgo,"Bars, Sushi Bars, Restaurants, Seafood, Asian Fusion, Nightlife, Japanese",1.0,3.3,2017,False
2937,f155,Museum of Fine Arts,9EV3,San Petersburgo,"Art Museums, Arts & Entertainment, Museums, Restaurants",1.0,4.1,2017,True
2969,f4f7,Engine Rose,9EV3,San Petersburgo,"Burgers, Beer, Wine & Spirits, Restaurants, Food, Nightlife, American (New), Cajun/Creole, Sports Bars, Bars",1.0,4.0,2017,True
2988,f68f,Corned Beef Corner,9EV3,San Petersburgo,"Burgers, Delis, Diners, Restaurants, Coffee & Tea, Food, American (Traditional)",1.0,3.8,2017,False
2993,f71b,Arby's,9EV3,San Petersburgo,"Sandwiches, Fast Food, Burgers, Restaurants",1.0,3.7,2017,False
3023,f992,Blake's Crab Cakes,9EV3,San Petersburgo,"Fast Food, Restaurants, American (Traditional), Sandwiches, Salad, Seafood, Chicken Wings, Food, Specialty Food",1.0,4.5,2017,True
3025,f9d1,Annex,9EV3,San Petersburgo,"Restaurants, Convenience Stores, Breakfast & Brunch, Cafes, Themed Cafes, Food",1.0,3.2,2017,False
3027,f9e5,Publix,9EV3,San Petersburgo,"Shopping, Food, Delis, Grocery, Drugstores, Restaurants",1.0,3.3,2017,False
3060,fc46,Nepa Hut Beach Bar,9EV3,San Petersburgo,"Event Planning & Services, Hotels, Bars, Hotels & Travel, Restaurants, Nightlife",1.0,5.0,2017,True
3067,fcb5,The Birch & Vine,9EV3,San Petersburgo,"Local Flavor, Wine Bars, Bars, Hotels, Specialty Food, American (New), Nightlife, Food, Restaurants, Hotels & Travel, Event Planning & Services",1.0,3.8,2017,False
4,0038,Old Southeast Market,9EV3,San Petersburgo,"Local Services, Food, Restaurants, Convenience Stores, Grocery, Delis, Propane, Specialty Food, Coffee & Tea, Poke",1.0,4.7,2018,True
16,0124,Chopstick Express,9EV3,San Petersburgo,"Restaurants, Japanese, Chinese, Soup",1.0,4.1,2018,True
33,0261,Tsunami Japanese Steakhouse,9EV3,San Petersburgo,"Steakhouses, Restaurants, Sushi Bars, Japanese",1.0,2.9,2018,False
35,026a,Callaloo,9EV3,San Petersburgo,"Restaurants, Bars, Southern, Nightlife, Caribbean, Cocktail Bars",1.0,4.2,2018,True
38,02a4,Lanna Thai and Sushi Restaurant,9EV3,San Petersburgo,"Thai, Restaurants",1.0,3.6,2018,False
47,037c,Jungle Prada Tavern,9EV3,San Petersburgo,"Salad, Bars, Pubs, Food, Restaurants, Pizza, Nightlife",1.0,3.5,2018,False
57,03ff,The Moon Under Water,9EV3,San Petersburgo,"Nightlife, British, Pubs, Bars, Indian, Restaurants",1.0,3.6,2018,False
59,0449,Mid Peninsula Seafood,9EV3,San Petersburgo,"Restaurants, Seafood Markets, Food, Seafood, Specialty Food, Local Flavor",1.0,4.6,2018,True
64,04d8,Slizzy Mcgee's,9EV3,San Petersburgo,"Nightlife, Pubs, Bars, Sports Bars, Chicken Wings, Barbeque, Restaurants",1.0,4.3,2018,True
65,04db,Central Coffee Shoppe,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants, Sandwiches, American (Traditional)",1.0,4.2,2018,True
69,04f1,Mekong Vietnamese Restaurant,9EV3,San Petersburgo,"Restaurants, Vietnamese",1.0,3.6,2018,False
71,0512,DeSanto,9EV3,San Petersburgo,"Cocktail Bars, Nightlife, Tapas/Small Plates, Restaurants, Bars, Lounges",1.0,4.3,2018,True
72,0520,Chief's Creole Cafe,9EV3,San Petersburgo,"Cajun/Creole, Caterers, Event Planning & Services, Restaurants, Seafood, Comfort Food, Barbeque",1.0,4.1,2018,True
104,078f,Rays Vegan Soul,9EV3,San Petersburgo,"Soul Food, Southern, Vegan, Restaurants",1.0,4.3,2018,True
109,07b3,The Chattaway,9EV3,San Petersburgo,"Restaurants, Venues & Event Spaces, Burgers, Event Planning & Services, American (Traditional)",1.0,3.5,2018,False
119,0888,Sunrise Lanes,9EV3,San Petersburgo,"Bars, American (Traditional), Venues & Event Spaces, Bowling, Event Planning & Services, Nightlife, Lounges, Restaurants, Active Life",1.0,1.5,2018,False
122,08ac,4th Street Shrimp Store,9EV3,San Petersburgo,"Restaurants, Nightlife, Burgers, Beer Bar, Bars, Seafood",1.0,4.0,2018,True
140,0970,Central Pizza & Subs,9EV3,San Petersburgo,"Pizza, Food Delivery Services, Food, Restaurants",1.0,3.0,2018,False
141,09a2,Bula Kafe,9EV3,San Petersburgo,"Nightlife, Lounges, Coffee & Tea, Cafes, Bars, Restaurants, Food",1.0,3.8,2018,False
143,09b6,Berry Boss Acai,9EV3,San Petersburgo,"Juice Bars & Smoothies, Coffee & Tea, Acai Bowls, Food, Restaurants, Vegan",1.0,4.8,2018,True
147,09f6,Lolita's Wine Market,9EV3,San Petersburgo,"Bars, Restaurants, Nightlife, Wine Bars, Breakfast & Brunch, American (Traditional), Tapas/Small Plates",1.0,4.7,2018,True
155,0a9a,Neighborhood Joe,9EV3,San Petersburgo,"Vegan, Food, Coffee & Tea, Restaurants, Sandwiches, Kombucha, Breakfast & Brunch",1.0,4.2,2018,True
160,0ae3,Harold Seltzer's Steak House,9EV3,San Petersburgo,"Restaurants, Steakhouses, American (Traditional), Seafood",1.0,3.5,2018,False
201,0e4b,Italia Mia,9EV3,San Petersburgo,"Pizza, Italian, Restaurants",1.0,3.8,2018,False
208,0ec9,Johnny's Mediterranean Pizza & Restaurant,9EV3,San Petersburgo,"Automotive, Gas Stations, Breakfast & Brunch, American (Traditional), Pizza, Restaurants",1.0,3.0,2018,False
216,0fa7,Kings Fried Chicken,9EV3,San Petersburgo,"Restaurants, Chicken Shop, American (Traditional), Fast Food, Seafood",1.0,3.9,2018,False
234,1148,Paul's Chicago Pizza,9EV3,San Petersburgo,"Pizza, Restaurants, Italian",1.0,4.3,2018,True
260,1305,Ryan's Meat Market & Deli,9EV3,San Petersburgo,"Meat Shops, Specialty Food, Food, Restaurants, Delis",1.0,4.7,2018,True
261,133a,Avocado Valley,9EV3,San Petersburgo,"Lebanese, Restaurants, Mediterranean, Vegetarian, Middle Eastern",1.0,5.0,2018,True
272,1403,Bayway Country Store and Butcher Shop,9EV3,San Petersburgo,"Convenience Stores, Butcher, Food, Beer, Wine & Spirits, Delis, Restaurants",1.0,3.7,2018,False
275,1442,Dooriban,9EV3,San Petersburgo,"Restaurants, Korean",1.0,4.7,2018,True
302,1651,Lorene's Fish & Crab House,9EV3,San Petersburgo,"Seafood, Restaurants",1.0,5.0,2018,True
306,16ab,Brick & Mortar,9EV3,San Petersburgo,"Nightlife, Bars, American (New), Restaurants, Wine Bars",1.0,4.6,2018,True
320,1765,Nueva Cantina,9EV3,San Petersburgo,"Restaurants, Nightlife, Cocktail Bars, Latin American, Breakfast & Brunch, Bars, Mexican, Lounges",1.0,3.7,2018,False
321,177c,Craft Kafe,9EV3,San Petersburgo,"Restaurants, Gluten-Free, Coffee & Tea, Food, Bakeries",1.0,4.8,2018,True
350,19cd,Fresco's Waterfront Bistro,9EV3,San Petersburgo,"Nightlife, Restaurants, Seafood, Bistros, American (Traditional), Bars",1.0,4.2,2018,True
364,1aa3,The Lure,9EV3,San Petersburgo,"Bars, Pool Halls, Sushi Bars, Restaurants, Nightlife, Tapas Bars",1.0,4.0,2018,True
365,1aad,Ikigai Sushi Bowls and Wraps,9EV3,San Petersburgo,"Asian Fusion, Sushi Bars, Poke, Restaurants, Food, Food Trucks, Japanese",1.0,4.7,2018,True
366,1ac8,Ichicoro Ane,9EV3,San Petersburgo,"Ramen, Restaurants, Tapas/Small Plates, Nightlife, Japanese, Bars, Cocktail Bars",1.0,3.8,2018,False
376,1c0c,Great Wall,9EV3,San Petersburgo,"Chinese, Seafood, Restaurants, Soup",1.0,3.0,2018,False
379,1c81,Salem's Gyro & Subs,9EV3,San Petersburgo,"American (New), Chicken Wings, Middle Eastern, Salad, Restaurants, Sandwiches, Greek",1.0,1.0,2018,False
386,1cd1,Spice Routes,9EV3,San Petersburgo,"Restaurants, Sandwiches, Mediterranean, Middle Eastern, Soup",1.0,5.0,2018,True
392,1d5c,Publix - Saint Petersburg,9EV3,San Petersburgo,"Specialty Food, Delis, Food, Meat Shops, Restaurants, Grocery",1.0,1.0,2018,False
405,1e04,Central Melt,9EV3,San Petersburgo,"Restaurants, Soup, Sandwiches, Comfort Food, American (Traditional)",1.0,4.3,2018,True
438,204d,Williams Sub Shop,9EV3,San Petersburgo,"Restaurants, Sandwiches",1.0,4.2,2018,True
451,2172,China Max,9EV3,San Petersburgo,"Chinese, Restaurants",1.0,2.3,2018,False
458,21e9,Toby's Original Little Italy Pizza,9EV3,San Petersburgo,"Italian, Pizza, Restaurants",1.0,4.0,2018,True
460,21ed,FarmTable Cucina,9EV3,San Petersburgo,"Juice Bars & Smoothies, Food, Restaurants, Italian, Cocktail Bars, American (New), Local Flavor, Venues & Event Spaces, Wine Bars, Event Planning & Services, Nightlife, Breakfast & Brunch, Bars",1.0,4.2,2018,True
466,2260,The Wheelhouse,9EV3,San Petersburgo,"Nightlife, Bars, Beer Bar, American (New), Pubs, Restaurants",1.0,4.7,2018,True
468,2287,Ferg's Sports Bar & Grill,9EV3,San Petersburgo,"Restaurants, Nightlife, American (Traditional), Bars, Sports Bars",1.0,3.8,2018,False
488,23f6,Boardwalk Pasta & Seafood,9EV3,San Petersburgo,"Seafood, Beer, Wine & Spirits, American (New), Nightlife, Bars, American (Traditional), Food, Restaurants",0.5,2.3,2018,False
506,2538,Urban Creamery,9EV3,San Petersburgo,"Waffles, Restaurants, Desserts, Ice Cream & Frozen Yogurt, Food",1.0,3.9,2018,False
507,2547,Buffalo City Bar & Grille,9EV3,San Petersburgo,"Nightlife, Sports Bars, Bars, Restaurants, Dive Bars, American (Traditional)",1.0,3.0,2018,False
520,2642,Cafe Croissant,9EV3,San Petersburgo,"Food, Restaurants, Cafes, Bakeries, French",1.0,2.6,2018,False
527,26e7,MFA Cafe,9EV3,San Petersburgo,"Breakfast & Brunch, Food, Sandwiches, Coffee & Tea, American (Traditional), American (New), Restaurants",1.0,3.2,2018,False
561,29f0,Stacie's Cottage Cafe,9EV3,San Petersburgo,"Coffee & Tea, Cafes, Breakfast & Brunch, Restaurants, Sandwiches, Food",1.0,3.0,2018,False
607,2e19,A Fresh Connection Cafe and Bakery,9EV3,San Petersburgo,"Cafes, Coffee & Tea, Bakeries, Restaurants, Food",1.0,4.0,2018,True
614,2f0e,Chuck E. Cheese,9EV3,San Petersburgo,"Books, Mags, Music & Video, Indoor Playcentre, Arcades, Arts & Entertainment, Venues & Event Spaces, Videos & Video Game Rental, Party & Event Planning, Active Life, Event Planning & Services, Restaurants, Shopping, Pizza, Kids Activities",1.0,2.3,2018,False
646,3156,Mad Fish,9EV3,San Petersburgo,"Restaurants, American (Traditional), Steakhouses, Seafood",1.0,4.3,2018,True
656,31e2,St Pete Taco Lady,9EV3,San Petersburgo,"Restaurants, Food Trucks, Tex-Mex, Mexican, Food, Tacos",1.0,4.2,2018,True
660,3219,Fish Tales,9EV3,San Petersburgo,"Bars, Seafood, Steakhouses, Nightlife, Restaurants, Dive Bars",1.0,3.1,2018,False
665,325a,"Westshore Pizza Southside, Inc",9EV3,San Petersburgo,"Restaurants, Pizza",0.5,2.3,2018,False
670,32a5,Hawthorne Bottle Shoppe,9EV3,San Petersburgo,"Delis, Restaurants, Nightlife, Wine Bars, Bars, Beer Bar, Breakfast & Brunch",1.0,4.4,2018,True
713,359a,Kalina's Coffee & European Food,9EV3,San Petersburgo,"Restaurants, Delis, Modern European, Coffee & Tea, Food",1.0,4.0,2018,True
728,36af,The Mill Restaurant,9EV3,San Petersburgo,"Breakfast & Brunch, American (New), Bars, Lounges, Restaurants, Nightlife",1.0,4.3,2018,True
737,37d2,Mastry's,9EV3,San Petersburgo,"Bars, Restaurants, Nightlife, American (Traditional)",1.0,4.6,2018,True
752,389f,Stillwaters Tavern,9EV3,San Petersburgo,"Bars, American (New), Restaurants, Food, Nightlife, American (Traditional), Seafood",1.0,4.1,2018,True
768,39e5,Taste of Gourmet Cafe,9EV3,San Petersburgo,"Personal Chefs, Food Trucks, Restaurants, Seafood, Caterers, Soul Food, Food, Event Planning & Services",0.5,5.0,2018,True
775,3aae,The Galley,9EV3,San Petersburgo,"Seafood, Breakfast & Brunch, Beer Bar, Gastropubs, Cocktail Bars, Restaurants, Pubs, Bars, Nightlife",1.0,4.3,2018,True
784,3b7a,Flute and Dram,9EV3,San Petersburgo,"Bars, Champagne Bars, Russian, Whiskey Bars, Restaurants, Nightlife",1.0,4.8,2018,True
798,3c6d,Yaya's Flame Broiled Chicken,9EV3,San Petersburgo,"Salad, Restaurants, Sandwiches, Chicken Shop",0.5,2.4,2018,False
839,4068,The Joint St. Pete,9EV3,San Petersburgo,"Bars, Sports Bars, Restaurants, Burgers, Dive Bars, Nightlife",1.0,4.2,2018,True
843,40a9,Trophy Fish,9EV3,San Petersburgo,"Nightlife, Bars, Seafood, Restaurants",1.0,4.1,2018,True
855,41bd,The Burg Bar & Grill,9EV3,San Petersburgo,"American (New), Nightlife, Restaurants, Bars, Food, Beer, Wine & Spirits, American (Traditional)",1.0,3.9,2018,False
904,458d,Zaytoon Grill,9EV3,San Petersburgo,"Mediterranean, Restaurants",1.0,4.4,2018,True
923,46ad,Smiley's Deli,9EV3,San Petersburgo,"Delis, Specialty Food, Restaurants, Food, Ethnic Food, Desserts, Latin American, Sandwiches",1.0,4.9,2018,True
924,46b7,Cafe Mozart,9EV3,San Petersburgo,"Food, Restaurants, Bakeries, Cafes",1.0,4.1,2018,True
932,4750,Spring Garden Family Restaurant,9EV3,San Petersburgo,"Restaurants, American (New), Comfort Food, Breakfast & Brunch",1.0,3.4,2018,False
936,4781,ASIE Pan-Asian,9EV3,San Petersburgo,"Asian Fusion, Cocktail Bars, Bars, Restaurants, Sushi Bars, Nightlife, Pan Asian",1.0,4.6,2018,True
940,47dd,Oishi,9EV3,San Petersburgo,"Sushi Bars, Japanese, Steakhouses, Restaurants",1.0,4.2,2018,True
969,4b33,Serbian Mediteran Restaurant,9EV3,San Petersburgo,"Restaurants, Fast Food, Mediterranean",1.0,4.9,2018,True
978,4bde,Mazzaro's Italian Market,9EV3,San Petersburgo,"Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian",1.0,4.7,2018,True
1014,4f71,Tour De Pizza,9EV3,San Petersburgo,"Breakfast & Brunch, Specialty Food, Food, Pizza, Food Delivery Services, Restaurants, Italian",1.0,3.9,2018,False
1019,4fff,Sunset Grille,9EV3,San Petersburgo,"American (Traditional), Restaurants, Burgers",1.0,4.8,2018,True
1043,5191,Gratzzi Italian Grille,9EV3,San Petersburgo,"Restaurants, Italian",1.0,4.0,2018,True
1070,53e7,Skyway Jack's,9EV3,San Petersburgo,"Breakfast & Brunch, Restaurants",1.0,4.2,2018,True
1096,55ab,Chicago Deli,9EV3,San Petersburgo,"Restaurants, Delis",1.0,3.0,2018,False
