id_centros_hosteleria,centros_hosteleria,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,categorias,puntuacion_usuarios,analisis_sentimientos,anio
ANAMN,Rodeway Inn,6826 US 19 North,8iUB,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,3IHW,New Port Richey,34652,28.2441768,-82.7192671,Florida,"Event Planning & Services, Hotels, Hotels & Travel",1,positivo,2017
3T3AV,Rodeway Inn Central Clearwater Beach,20162 US 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3.5,positivo,2017
6P8EU,Rodeway Inn Sun City Center,809 N Pebble Beach Blvd,TyeM,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,R17I,Sun City Center,33573,27.718086,-82.351759,Florida,"Hotels & Travel, Hotels, Event Planning & Services",1.5,negativo,2017
04M82,Royal Caribbean Cruise Lines,1624 E 7th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Travel Services",2.5,positivo,2017
8S8BN,RumFish Beach Resort byTradeWinds,6000 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Venues & Event Spaces, Event Planning & Services, Hotels, Hotels & Travel, Resorts",3,negativo,2017
VO6AB,Residence Inn by Marriott St. Petersburg Treasure Island,11908 Gulf Blvd,fOTb,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,dEd9,Treasure Island,33706,27.7691937,-82.7689906,Florida,"Hotels & Travel, Event Planning & Services, Hotels",4.5,positivo,2017
WOTHZ,Saddlebrook Resort Tampa,5700 Saddlebrook Way,j5qg,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,CQ72,Wesley Chapel,"33543, 33544",28.240527,-82.3272551,Florida,"Day Spas, Beauty & Spas, Resorts, Hotels & Travel, Restaurants",2.5,positivo,2017
GK4GE,Sailport Waterfront Suites,2506 N Rocky Point Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3.5,positivo,2017
GAKS8,Sandpearl Resort,500 Mandalay Ave,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Event Planning & Services, Hotels, Hotels & Travel, Resorts",4,positivo,2017
O9S4O,Schooner Hotel,14500 Gulf Blvd,109T,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SXN5,Madeira Beach,33708,27.7980814,-82.7973247,Florida,"Event Planning & Services, Hotels & Travel, Hotels",3.5,negativo,2017
ZH7NZ,Scuba Haven,1805 E Fowler Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Sporting Goods, Shopping, Hotels & Travel, Active Life, Diving, Tours, Scuba Diving",4,positivo,2017
KWXUE,Shallow Point Charters,3213 W Oakellar Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Active Life, Fishing, Tours, Boat Charters, Boat Repair, Amusement Parks, Hotels & Travel, Professional Services, Boating",3.5,positivo,2017
BHF2X,Camaron Cove Resort,2402 Gulf Blvd,4kPT,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SOWC,Indian Rocks Beach,33785,27.8960019,-82.846561,Florida,"Hotels, Hotels & Travel, Event Planning & Services",4,positivo,2017
UIY5B,Element,808 N Franklin St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Apartments, Home Services, Real Estate, Hotels & Travel, Vacation Rentals",3,positivo,2017
JZOG7,Camping World of Tampa,4811 McIntosh Rd,qnX5,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,O1U7,Dover,33527,27.9941885,-82.2195344,Florida,"RV Rental, Hotels & Travel, Auto Repair, RV Repair, Insurance, RV Dealers, Automotive, Financial Services, Auto Parts & Supplies",2,positivo,2017
GXQ8Q,Hilton Garden Inn Tampa Northwest/Oldsmar,4052 Tampa Rd,WAVo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,96OP,Oldsmar,34677,28.0341847,-82.6650992,Florida,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",3,positivo,2017
61BSI,Hilton Garden Inn Tampa North,13305 Tampa Oaks Blvd,4d4r,Hillsborough,33617,27.9967,-82.4381,10h4,Temple Terrace,33617,28.035,-82.383,Florida,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",2.5,positivo,2017
PG893,Bay Palms Waterfront Resort - Hotel and Marina,4237 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels & Travel, Event Planning & Services, Hotels",3.5,positivo,2017
SXTHF,Hilton Garden Inn Tampa East/Brandon,10309 Highland Manor Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3.5,positivo,2017
5L9J7,Hilton Garden Inn Tampa Airport Westshore,5312 Avion Park Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Hotels",3.5,positivo,2017
PP7LV,Hilton Clearwater Beach Resort & Spa,400 Mandalay Ave,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Event Planning & Services, Hotels & Travel, Hotels, Travel Services",2.5,positivo,2017
IV3SS,Hickory Point RV Park,1181 Anclote Rd,Nq9L,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,3IGC,Tarpon Springs,"34688, 34689",28.1461248,-82.7567679,Florida,"Hotels & Travel, RV Parks",3.5,positivo,2017
6FPCA,Hampton Inn Clearwater - Central,21030 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels, Hotels & Travel, Event Planning & Services",2.5,positivo,2017
OZVM1,Hertz Rent A Car,14700 Terminal Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Car Rental, Hotels & Travel",2.5,negativo,2017
N098O,Harborside Suites at Little Harbor,536 Bahia Beach Blvd,YvhA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,D8OX,Ruskin,33570,27.7208633,-82.4331495,Florida,"Restaurants, Event Planning & Services, Caribbean, Hotels & Travel, Venues & Event Spaces, Hotels",3,positivo,2017
FKR64,Happy Hangar Cafe,4241 Birdsong Blvd,cwIb,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,1GQ7,Lutz,"33548, 33549",28.1511243,-82.4614831,Florida,"Education, Burgers, Cafes, Specialty Schools, Tours, Breakfast & Brunch, Flight Instruction, Hotels & Travel, Sandwiches, Restaurants",4,positivo,2017
1T7UZ,Hampton Inn Tampa/Rocky Point-Airport,3035 N Rocky Point Dr E,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",3,positivo,2017
3PLLZ,Hampton Inn Tampa/Brandon,10110 Horace Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",2.5,positivo,2017
UQF5I,Hampton Inn Tampa-Veterans Expwy Airport North,5628 W Waters Avenue,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Event Planning & Services, Hotels & Travel",3,positivo,2017
SY879,Hampton Inn Tampa-International Airport/Westshore,4817 W Laurel St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3,positivo,2017
KEWD2,Hampton Inn Plant City,2702 Thonotosassa Rd,Rbq6,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,7QXG,Plant City,"33563, 33566",28.0186323,-82.1128641,Florida,"Hotels & Travel, Hotels, Event Planning & Services",4,negativo,2017
ZWTK5,Gram's Place,3109 N Ola Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Hostels, Bed & Breakfast, Hotels, Event Planning & Services",4,negativo,2017
UNDBD,Epicurean Hotel Autograph Collection,1207 South Howard Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Restaurants, Hotels & Travel, Hotels, American (New), Event Planning & Services, Venues & Event Spaces",4,positivo,2017
5PO8P,ExecuCar,Null,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Airport Shuttles, Hotels & Travel, Limos, Transportation",4,positivo,2017
5B31U,Extended Stay America - St. Petersburg - Clearwater - Airport,3089 Executive Dr.,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels, Event Planning & Services, Hotels & Travel",2.5,positivo,2017
5H6DF,Extended Stay America - Tampa - Airport - Memorial Hwy.,4811 Memorial Highway,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",1.5,negativo,2017
IWW14,Baymont Inns & Suites,9202 N 30th St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Event Planning & Services, Hotels",1,positivo,2017
5F4RW,Extended Stay America - Tampa - Airport - N. Westshore Blvd.,1805 N. Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Event Planning & Services, Hotels & Travel",1,negativo,2017
GLNED,Hilton Garden Inn Tampa Suncoast Parkway,2155 Northpointe Pkwy,cwIb,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,1GQ7,Lutz,"33548, 33549",28.1511243,-82.4614831,Florida,"Venues & Event Spaces, Event Planning & Services, Hotels, Hotels & Travel, Restaurants",4.5,positivo,2017
8QQQD,Extended Stay America - Tampa - Airport - Spruce Street,4312 W. Spruce Street,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Real Estate, Hotels & Travel, Apartments, Home Services",1.5,positivo,2017
L9UQT,Barefoot Beach Hotel,13238 Gulf Blvd,109T,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SXN5,Madeira Beach,33708,27.7980814,-82.7973247,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3.5,positivo,2017
LSTO8,Bayview Plaza Waterfront Resort,4321 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Event Planning & Services, Hotels & Travel, Hotels",4,positivo,2017
L3W60,Extended Stay America - Tampa - North - USF - Attractions,12242 Morris Bridge Rd.,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Real Estate, Hotels & Travel, Hotels, Apartments, Event Planning & Services, Home Services",2,positivo,2017
2ZOS1,Emerald Greens Condo Resort,13941 Clubhouse Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Tennis, Active Life, Vacation Rentals, Golf, Condominiums, Resorts, Real Estate, Home Services, Hotels & Travel",4,positivo,2017
3SV3Y,General RV Center,13396 US Hwy 92,qnX5,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,O1U7,Dover,33527,27.9941885,-82.2195344,Florida,"Automotive, RV Repair, Auto Parts & Supplies, RV Rental, RV Dealers, Hotels & Travel",2,positivo,2017
99LL9,Grady Goat Yoga,12551 W Franklin Rd,c5uS,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,UGDG,Thonotosassa,33592,28.0614065,-82.3023128,Florida,"Vacation Rentals, Arts & Entertainment, Farms, Pets, Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Ranches, Horse Boarding",5,positivo,2017
RF1S9,Baymont by Wyndham Tampa Near Busch Gardens,3001 University Center Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Venues & Event Spaces, Hotels & Travel, Real Estate, Building Supplies, Property Management, Home Services, Hotels, Restaurants, Event Planning & Services",2.5,positivo,2017
8OMGS,Enterprise Rent-A-Car,4700 34th St N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels & Travel, Car Rental",3.5,positivo,2017
GGZPB,Hilton Garden Inn Tampa Ybor Historic District,1700 E 9th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3.5,positivo,2017
2FHVC,Hillsborough Area Regional Transit,1201 E 7th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Public Transportation, Transportation",2.5,positivo,2017
3Q6EA,Hyde Park Hotel,2105 W Bristol Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",2.5,positivo,2017
7HOFQ,La Quinta Inn by Wyndham Clearwater Central,21338 US Hwy 19 North,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Event Planning & Services, Hotels & Travel, Hotels",3,positivo,2017
SNC0K,La Quinta Inn by Wyndham Tampa Bay Airport,4730 W. Spruce St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",2.5,negativo,2017
T8GB4,La Quinta Inn by Wyndham Tampa Bay Pinellas Park Clearwater,7500 Hwy 19 N,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8428025,-82.6995443,Florida,"Hotels & Travel, Event Planning & Services, Hotels",1.5,negativo,2017
FRMJF,La Quinta Inn by Wyndham Tampa Near Busch Gardens,9202 North 30th St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"RV Rental, Hotels, Event Planning & Services, Hotels & Travel",2,negativo,2017
58RJ8,Hubbard's Marina,170 Johns Pass Boardwalk,109T,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SXN5,Madeira Beach,33708,27.7980814,-82.7973247,Florida,"Fishing, Beaches, Boating, Active Life, Boat Charters, Travel Services, Event Planning & Services, Hotels & Travel, Diving",4.5,positivo,2017
G7XH1,Hyatt Place St. Petersburg / Downtown,25 2nd St N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Hotels & Travel, Event Planning & Services",4,positivo,2017
SV6MX,Hotel Indigo Saint Petersburg Downtown,234 3rd Ave N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",3,positivo,2017
VL4OL,Dreamview Beachfront Hotel & Resort,691 S Gulfview Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels, Resorts, Hotels & Travel, Event Planning & Services",3,positivo,2017
88CII,Hampton Inn & Suites Tampa-Wesley Chapel,2740 Cypress Ridge Blvd,j5qg,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,CQ72,Wesley Chapel,"33543, 33544",28.240527,-82.3272551,Florida,"Hotels & Travel, Event Planning & Services, Hotels",4,positivo,2017
RDKNT,Hampton Inn & Suites Tampa-North,8210 Hidden River Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels & Travel, Hotels",4,positivo,2017
QGB76,Hampton Inn & Suites Tampa Northwest/Oldsmar,4017 Tampa Rd,WAVo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,96OP,Oldsmar,34677,28.0341847,-82.6650992,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3.5,positivo,2017
U3NJ4,Hampton Inn & Suites Tampa East,11740 Tampa Gateway Blvd,AiDA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,JIN0,Seffner,33584,27.9836329,-82.2756468,Florida,"Hotels & Travel, Hotels, Venues & Event Spaces, Event Planning & Services",3.5,negativo,2017
1FCN3,Hampton Inn & Suites Tampa Busch Gardens Area,3333 E Busch Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Hotels & Travel, Event Planning & Services",3,negativo,2017
A139L,Hampton Inn & Suites Tampa Airport Avion Park Westshore,5329 Avion Park Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Hotels & Travel",3.5,positivo,2017
MSOO9,Hampton Inn & Suites St. Petersburg/Downtown,80 Beach Dr NE,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,"Hotels, Event Planning & Services, Hotels & Travel, Venues & Event Spaces",4,positivo,2017
WSCPN,Hampton Inn & Suites Port Richey,11050 US Highway 19,S9aR,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,9LT4,Port Richey,34668,28.2716755,-82.7195451,Florida,"Event Planning & Services, Hotels, Hotels & Travel",4,neutral,2017
X2V1K,Hampton Inn - St Petersburg,1200 34th St N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Event Planning & Services, Hotels & Travel, Hotels",2.5,positivo,2017
18EML,Hampton Inn & Suites Tarpon Springs,39284 US Hwy 19 N,Nq9L,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,3IGC,Tarpon Springs,"34688, 34689",28.1461248,-82.7567679,Florida,"Event Planning & Services, Hotels & Travel, Hotels",4,positivo,2017
TAM90,Hampton Inn & Suites Tampa/Ybor City/Downtown,1301 E 7th Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Hotels, Venues & Event Spaces, Hotels & Travel",3.5,positivo,2017
ER6HI,Grand Hyatt Tampa Bay,2900 Bayport Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Event Planning & Services, Restaurants, American (New), Hotels",4,positivo,2017
IO26W,Grand Plaza Hotel,5250 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels & Travel, Hotels, Event Planning & Services",3,positivo,2017
7K328,Grand Plaza Hotel & Beach Resort,5250 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Hotels, Venues & Event Spaces, Wedding Planning, Hotels & Travel, Event Planning & Services",3,positivo,2017
W3N8T,Hilton Garden Inn Tampa/Riverview/Brandon,4328 Garden Vista Dr,bXLF,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,TC12,Riverview,"33578, 33579",27.8661364,-82.3264809,Florida,"Hotels & Travel, Hotels, Wedding Planning, Event Planning & Services",3.5,positivo,2017
BHM5F,Grand Shores West Resort,17350 Gulf Blvd,iN2B,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,b1Dl,North Redington Beach,33708,27.8161361,-82.8206587,Florida,"Event Planning & Services, Hotels & Travel, Hotels",2.5,positivo,2017
VAL4Y,Grindhaus Brew Lab,"1650 N Hercules Ave, Unit I",UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Nightlife, Food, Tours, Breweries, Bars, Beer, Wine & Spirits, Beer Bar, Hotels & Travel, Beer Tours",4.5,positivo,2017
RVBXL,Gulf Winds Resort,6800 Sunset Way,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,"Event Planning & Services, Hotels, Resorts, Hotels & Travel, Condominiums, Home Services, Real Estate",3,positivo,2017
B6WEP,Gulfview Beach Hotel,625 S Gulfview Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels, Hotels & Travel, Event Planning & Services",2.5,positivo,2017
R3XLR,Hampton Inn & Suites Clearwater Beach,635 S Gulfview Blvd,O4uN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,EXHF,Clearwater Beach,33767,27.972065,-82.8285877,Florida,"Hotels & Travel, Event Planning & Services, Hotels",3.5,positivo,2017
KD2ZK,"Hampton Inn & Suites Clearwater/St. Petersburg-Ulmerton Road, FL",4050 Ulmerton Rd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Hotels & Travel, Hotels, Event Planning & Services, Venues & Event Spaces",4,positivo,2017
RFB3Q,Hampton Inn & Suites Largo,100 E Bay Dr,e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,"Hotels & Travel, Event Planning & Services, Hotels",3.5,positivo,2017
HN05L,Green Cab,8066 49th Ave N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"Transportation, Hotels & Travel, Taxis, Airport Shuttles",3.5,positivo,2017
RZ2L1,Hyatt Place Tampa/Busch Gardens,11408 North 30th St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Venues & Event Spaces, Hotels & Travel, Hotels, Event Planning & Services",3.5,positivo,2017
KMMX6,Embassy Suites by Hilton Tampa USF Near Busch Gardens,3705 Spectrum Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Caterers, Hotels & Travel, Hotels",2.5,positivo,2017
7V26E,Embassy Suites by Hilton Tampa Downtown Convention Center,513 S Florida Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Cafes, Hotels & Travel, Hotels, Restaurants, Event Planning & Services",2.5,positivo,2017
B5MV8,Lazydays RV Resort,6210 County Road 579,AiDA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,JIN0,Seffner,33584,27.9836329,-82.2756468,Florida,"Campgrounds, Hotels & Travel, RV Parks, Resorts",4,positivo,2017
766G2,Lazydays RV of Tampa,6130 Lazy Days Blvd,AiDA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,JIN0,Seffner,33584,27.9836329,-82.2756468,Florida,"RV Dealers, RV Parks, Automotive, RV Repair, Hotels & Travel, Trailer Dealers, Auto Parts & Supplies, RV Rental",2.5,positivo,2017
1UTMY,Le Méridien Tampa,601 North Florida Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",4,positivo,2017
YW3S1,Legacy Vacation Resort - Indian Shores,19607 Gulf Blvd,llVN,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,03vv,Indian Shores,33785,27.862801,-82.8484373,Florida,"Event Planning & Services, Resorts, Hotels, Vacation Rentals, Hotels & Travel",4.5,negativo,2017
A6NI9,La Quinta by Wyndham Tampa Central,3826 West Waters Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels, Event Planning & Services, Hotels & Travel",2,negativo,2017
0FE2H,Hyatt Regency Clearwater Beach Resort & Spa,301 S Gulfview Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"Beer, Wine & Spirits, Local Flavor, Arts & Entertainment, Hotels & Travel, Festivals, Day Spas, Hotels, Event Planning & Services, Resorts, Food, Beauty & Spas",4,positivo,2017
ZB1CN,Kraken CycleBoats,333 S Franklin St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"Hotels & Travel, Event Planning & Services, Boat Tours, Tours, Active Life, Boating, Party Bike Rentals",5,positivo,2017
