id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad
EYNo,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,fVj5,Leisure City,33033,25.4953878,-80.4292223
foJx,Collier,"34102, 34112, 34120",26.069985,-81.4278984,Ex7y,Lely,34113,26.1006481,-81.7284199
bGYG,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,CK1x,Lemon Bluff,32764,28.8063809,-81.1320055
tdTb,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,S0fL,Liberty Square,33147,25.83139,-80.2169399
V0c6,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,AQ0r,Lillian,36549,27.6309142,-81.5205551
ahvA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,xPUY,Lindgren Acres,33175,25.6706591,-80.4011654
xXX7,Lake,"32757, 32778, 34748",28.702847,-81.7787021,sz7p,Lisbon,32726,28.8825762,-81.7841703
ndwA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,BONO,Lithia,33547,27.8503334,-82.1454233
BS1c,Suwannee,"32060, 32064",30.2485096,-82.9931607,HVCF,Live Oak,32060,30.2949457,-82.98402
KjzL,Jefferson,"32344, 32336",30.4311978,-83.8897057,zuP6,Lloyd,32337,30.4774243,-84.0218349
1CFp,Alachua,"32601, 32605, 32608",29.6579549,-82.3017728,TkuJ,Lochloosa,32662,29.511637,-82.1003719
HM3X,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,TuFI,Long Key,33001,24.8240255,-80.8136783
YppG,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,5WUV,Longboat Key,34228,27.4125417,-82.6589881
J9sz,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,JGYD,Longwood,32750,28.7030519,-81.3384011
nsek,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,U1NJ,Lorida,33857,27.4433705,-81.2536807
EN9D,Marion,"34470, 34481, 34488",29.2787765,-82.12784,rMPp,Lowell,32663,29.3305289,-82.1914845
LM8C,Bay,"32401, 32405, 32444",30.1805306,-85.684578,oq54,Lower Grand Lagoon,32408,30.1440917,-85.750764
yGki,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,5GN0,Loxahatchee,33470,26.7713387,-80.2385732
k6C9,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,NvHm,Loxahatchee Groves,33470,26.7064797,-80.2657478
ixWO,Columbia,"32024, 32025, 32055",30.1812696,-82.605118,P9ri,Lulu,32061,30.1074582,-82.4912303
cwIb,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,1GQ7,Lutz,"33548, 33549",28.1511243,-82.4614831
c8yh,Bay,"32401, 32405, 32444",30.1805306,-85.684578,99GA,Lynn Haven,32444,30.2454776,-85.648261
vUVX,Baker,"32040, 32063",30.3931168,-82.3017728,ANX7,Macclenny,32063,30.2821807,-82.1220569
109T,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SXN5,Madeira Beach,33708,27.7980814,-82.7973247
ia2g,Madison,"32340, 32350",30.4586334,-83.5070203,3W6G,Madison,32340,30.4693772,-83.4129254
Ns4O,Franklin,"32320, 32322",29.7817695,-84.8567932,l3ty,Magnolia Bluffs,32577,29.7349342,-84.899908
GxwI,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,OC0W,Maitland,32751,28.6277767,-81.3631244
W6xw,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,R5LE,Malabar,32950,28.0036298,-80.5656089
EpQz,Jackson,"32446, 32448",30.7150882,-85.1894045,HC7Z,Malone,32445,30.9576862,-85.1621526
9I9A,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,SwmG,Manalapan,33462,26.5692364,-80.0447635
rbSO,Levy,"32621, 32696",29.3178545,-82.820974,YjJd,Manattee Road,32626,29.5130155,-82.914289
WY5z,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,pddz,Mango,33550,27.9797439,-82.3064808
PyWH,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,GQD5,Mangonia Park,33407,26.760341,-80.0736529
pMaF,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,21FH,Marathon,33050,24.726026,-81.0446262
Vjkj,Broward,"33004, 33301, 33324",26.190096,-80.365865,Rvxg,Margate,"33063, 33068",26.2445263,-80.206436
OzeU,Jackson,"32446, 32448",30.7150882,-85.1894045,TOFN,Marianna,32446,30.7743596,-85.2268735
ykLZ,Flagler,"32110, 32136, 32164",29.4086072,-81.2518833,qCMN,Marineland,32080,29.6688614,-81.213398
zU80,Marion,"34470, 34481, 34488",29.2787765,-82.12784,Mgcv,Marion Oaks,34473,29.00833,-82.18333
MogO,Marion,"34470, 34481, 34488",29.2787765,-82.12784,bBGC,Martin,31029,29.29361,-82.19056
dieP,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,GG5L,Mary Esther,32569,30.4099215,-86.6630098
m9Kl,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,cFVg,Masaryktown,34604,28.4416658,-82.4570394
aIn1,Lake,"32757, 32778, 34748",28.702847,-81.7787021,6Z3Y,Mascotte,34753,28.5783313,-81.8867451
oGpf,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,U03u,Matlacha,33993,26.6297958,-82.0709245
FAp0,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,XDsu,Matlacha Isles-Matlacha Shores,33991,26.6324902,-82.0611434
Iidp,Lafayette,"32066, 32094",30.0299573,-83.2077645,OE12,Mayo,32066,30.053001,-83.1748578
VyRt,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,6xdr,McDavid,32568,30.8681352,-87.3229436
gz9x,Marion,"34470, 34481, 34488",29.2787765,-82.12784,Kipx,McIntosh,32664,29.44886,-82.2220424
6FM0,Suwannee,"32060, 32064",30.2485096,-82.9931607,PVGs,Mcalpin,32062,30.1391155,-82.9517958
GhUL,Wakulla,"32327, 32346",30.1301689,-84.3542049,5iaU,Medart,32327,30.0825,-84.387222
rmV4,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,H1IA,Melbourne,"32901, 32904",28.0836269,-80.6081089
Cbxz,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,5VDO,Melbourne Beach,32951,28.0683496,-80.5603303
lbof,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,k52W,Melbourne Village,32904,28.0852939,-80.6664435
Sakg,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,kTCe,Melbourne occidental,32904,28.0836269,-80.6081089
noaC,Putnam,"32177, 32148, 32131",29.6265157,-81.7787021,2ART,Melrose,32666,29.7097153,-82.0481798
OsLV,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,aRRc,Memphis,37620,27.5358708,-82.5612079
Zu6J,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,n9NG,Meridian,39301,30.643889,-84.285014
8F2t,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,5EA3,Merritt Island,"32952, 32953",28.3180688,-80.6659842
APCf,Bay,"32401, 32405, 32444",30.1805306,-85.684578,KRXS,Mexico Beach,32456,29.9479833,-85.4179766
genl,Bay,"32401, 32405, 32444",30.1805306,-85.684578,Te4g,Mexico Beach Business Center,32456,29.940818,-85.4049871
WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,"33101, 33125",25.7616798,-80.1917902
63vh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,2ZVA,Miami Beach,"33139, 33141",25.790654,-80.1300455
siZz,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,52QG,Miami Gardens,33056,25.9420377,-80.2456045
5bH1,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,Q2Pa,Miami Lakes,33014,25.9087056,-80.3086619
otv8,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,phYe,Miami Shores,33138,25.8631515,-80.1928253
1WLl,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,XsBU,Miami Springs,33166,25.8223198,-80.289495
KcSs,Alachua,"32601, 32605, 32608",29.6579549,-82.3017728,Y7CW,Micanopy,32667,29.504692,-82.2798227
0rva,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,nLwU,Micco,32976,27.8760661,-80.501644
jEg8,Leon,"32301, 32308, 32312",30.4906177,-84.1857115,jQqr,Miccosukee,32309,30.5946435,-84.041281
UO0x,Clay,"32043, 32068, 32073",29.9943564,-81.7787021,HN1V,Middleburg,32068,30.0688512,-81.8603778
FbhR,Gadsden,"32324, 32351",30.5562947,-84.6479124,00KP,Midway,32343,30.4944581,-84.4544023
TLPl,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,GfVq,Milligan,32537,30.7524109,-86.6407876
HOsh,Santa Rosa,"32533, 32561, 32570",30.7689907,-86.9824288,JI5Z,Milton,32570,30.6324149,-87.0396881
T9Fb,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,MU07,Mims,32754,28.6655767,-80.8449828
KYfq,Lake,"32757, 32778, 34748",28.702847,-81.7787021,CpbQ,Minneola,34715,28.5744441,-81.7461873
5J53,Broward,"33004, 33301, 33324",26.190096,-80.365865,xMA6,Miramar,"33023, 33027",25.9860762,-80.3035602
IgBp,Walton,"32433, 32459, 32550",30.5640199,-86.1751759,86UI,Miramar Beach,32550,30.374367,-86.3585578
VXE3,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,RPSE,Mission Bay,33498,26.3700772,-80.2097689
IH5u,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,AH3T,Molino,32577,30.7240791,-87.3141422
YSuR,Jefferson,"32344, 32336",30.4311978,-83.8897057,V704,Monticello,32344,30.5452022,-83.8701636
qp1x,Lake,"32757, 32778, 34748",28.702847,-81.7787021,A8TJ,Montverde,34756,28.6002769,-81.673964
RhiX,Glades,"33471, 33935",26.984415,-81.0754657,YS0H,Moore Haven,33471,26.8331174,-81.0931234
i6WR,Levy,"32621, 32696",29.3178545,-82.820974,Y4MD,Morriston,32668,29.2814888,-82.438097
SGJx,Walton,"32433, 32459, 32550",30.5640199,-86.1751759,9R4P,Mossy Head,32435,30.7432446,-86.3149464
u1pA,Lake,"32757, 32778, 34748",28.702847,-81.7787021,2NKR,Mount Dora,32757,28.8024918,-81.644519
JGaN,Lake,"32757, 32778, 34748",28.702847,-81.7787021,Qx6Q,Mount Plymouth,32776,28.808048,-81.5331274
61u7,Santa Rosa,"32533, 32561, 32570",30.7689907,-86.9824288,3URY,Mulat,32583,30.5513061,-87.1233017
f8t0,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,WWHJ,Mulberry,33860,27.8953038,-81.9734172
gLT0,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,ojew,Murdock,33953,27.0128361,-82.1462014
fud0,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,VP6V,Myakka City,34251,27.3500393,-82.1625611
HUVf,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,Jhxf,Myrtle Grove,32506,30.4210312,-87.3074736
95b4,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,XMG2,Nalcrest,33856,27.8583583,-81.425073
V1oO,Collier,"34102, 34112, 34120",26.069985,-81.4278984,R3EM,Naples,"34102, 34103",26.1420358,-81.7948103
auUe,Collier,"34102, 34112, 34120",26.069985,-81.4278984,nSb4,Naples norte,34109,26.1420358,-81.7948103
3i3t,Nassau,"32034, 32046",30.5927334,-81.8224362,LP7I,Nassauville,32034,30.56917,-81.51972
rk0R,Santa Rosa,"32533, 32561, 32570",30.7689907,-86.9824288,SJ05,Navarre,32566,30.4109342,-86.9123217
Pkel,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,oRKi,Negrotown Knoll,33890,27.3061559,-81.5361873
Vrut,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,HH69,Neptune Beach,32266,30.311908,-81.3964734
DM67,Washington,"32428, 32462",30.548737,-85.684578,wdjq,New Hope,32460,30.5779708,-85.8088216
8iUB,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,3IHW,New Port Richey,34652,28.2441768,-82.7192671
RRcu,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,KBUC,New Smyrna Beach,32168,29.0258191,-80.9269984
6Ebj,Alachua,"32601, 32605, 32608",29.6579549,-82.3017728,7F5E,Newberry,32669,29.6463535,-82.6065023
QIcZ,Wakulla,"32327, 32346",30.1301689,-84.3542049,C9oM,Newport,32331,30.1993709,-84.1807263
RAkk,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,4ONN,Niceville,32578,30.5168639,-86.482172
H2jI,Monroe,"33036, 33040, 33050",25.2974483,-81.0754657,r5I5,No Name Key,33043,24.6975954,-81.326189
hPC6,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,T5KJ,Nobleton,34661,28.6455471,-82.2639784
MpZx,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,clJr,Nocatee,34268,30.1054094,-81.4159808
SaiM,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,M75C,Nokomis,34275,27.1192213,-82.4442629
qRGu,Holmes,"32425, 32427",30.8740806,-85.80766,xw23,Noma,32452,30.9821261,-85.618544
1fnX,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,n3E1,North Bay Village,33141,25.8462074,-80.1539351
dmSY,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,iAzL,North Beach,33139,27.7883605,-80.4142177
JAqT,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,86VT,North Fort Myers,33903,26.6672935,-81.8800861
LS0y,Broward,"33004, 33301, 33324",26.190096,-80.365865,WF73,North Lauderdale,33068,26.217305,-80.2258811
TMJf,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,0PNN,North Miami,33161,25.8900949,-80.1867138
D2cA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,9NMQ,North Miami Beach,33162,25.9331488,-80.1625463
wpfG,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,ZBPF,North Palm Beach,33408,26.8171165,-80.0590804
5brW,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,GK83,North Port,34286,27.044224,-82.2359254
iN2B,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,b1Dl,North Redington Beach,33708,27.8161361,-82.8206587
001s,Martin,"34994, 34997, 34957",27.0804935,-80.4103957,pUoL,North River Shores,34994,27.2175472,-80.2697706
2hL1,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,o6n5,North Weeki Wachee,34613,28.544952,-82.5564559
OoLm,Suwannee,"32060, 32064",30.2485096,-82.9931607,H473,O Brien,32071,30.0383154,-82.9404453
pdzR,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,403A,Oak Hill,32759,28.8644338,-80.8544974
mGvC,Broward,"33004, 33301, 33324",26.190096,-80.365865,4FtU,Oakland Park,33334,26.1723065,-80.1319893
alhS,Marion,"34470, 34481, 34488",29.2787765,-82.12784,9YCI,Ocala,"34470, 34471",29.1871986,-82.1400923
2bQ7,Martin,"34994, 34997, 34957",27.0804935,-80.4103957,TrYF,Ocean Breeze Park,34957,27.2409133,-80.2262297
yYLG,Okaloosa,"32536, 32547, 32578",30.5773401,-86.6611083,aRg8,Ocean City,32547,30.4410321,-86.6135641
RWrx,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,qhiG,Ocean Ridge,33435,26.5270157,-80.0483747
Wxc3,Wakulla,"32327, 32346",30.1301689,-84.3542049,fhc0,Ochlockonee Bay,32346,29.9849275,-84.4210106
hDeX,Collier,"34102, 34112, 34120",26.069985,-81.4278984,NWUF,Ochopee,34141,25.9014871,-81.3034103
M3AS,Marion,"34470, 34481, 34488",29.2787765,-82.12784,M06F,Ocklawaha,32179,29.0427592,-81.9292505
XObP,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,A5RR,Ocoee,34761,28.5691677,-81.5439619
P5T0,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,L60Q,Odessa,33556,28.1793926,-82.5579537
qpcR,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,4F5N,Ojus,33180,25.948426,-80.1506014
8VNA,Lake,"32757, 32778, 34748",28.702847,-81.7787021,Z3IW,Okahumpka,34762,28.7460541,-81.8948133
j6oO,Okeechobee,"34972, 34974",27.3462015,-80.8986502,TM1T,Okeechobee,"34972, 34974",27.2439349,-80.8297828
cyml,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,FiAM,Old Myakka,34251,27.3131021,-82.2667577
8i0g,Dixie,"32628, 32648",29.5207227,-83.1649001,ZSPA,Old Town,32680,29.601657,-82.9819282
WAVo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,96OP,Oldsmar,34677,28.0341847,-82.6650992
BnTG,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,dpXI,Olga,33920,26.7189573,-81.7123041
HwAR,Baker,"32040, 32063",30.3931168,-82.3017728,7Gtc,Olustee,32072,30.2043917,-82.4288428
oP2L,Hardee,"33873, 33890",27.4501733,-81.8224362,LHBM,Ona,33865,27.4819836,-81.9189734
DLGQ,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,LaLg,Oneco,34264,27.4475412,-82.5462079
GbE3,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,VdEi,Opa-Locka,33054,25.9023168,-80.2503271
VBEu,Desconocido,,,,QK2A,Orange Beach,36561,27.6648274,-81.5157535
2FkR,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,731X,Orange City,32763,28.9488761,-81.2986741
e8X7,Alachua,"32601, 32605, 32608",29.6579549,-82.3017728,rwOk,Orange Heights,32640,29.7196893,-82.139267
RsgX,Marion,"34470, 34481, 34488",29.2787765,-82.12784,lF6E,Orange Lake,32686,29.4235826,-82.2167642
0ETs,Clay,"32043, 32068, 32073",29.9943564,-81.7787021,JJ90,Orange Park,32073,30.1660736,-81.706484
iWM4,Marion,"34470, 34481, 34488",29.2787765,-82.12784,tUWD,Orange Springs,32182,29.5060816,-81.9453664
Jc5g,Collier,"34102, 34112, 34120",26.069985,-81.4278984,iH2A,Orangetree,34120,26.2928621,-81.5884153
BuZs,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,l5k8,Orchid,32963,27.7728055,-80.4169956
gKDS,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,7rMK,Orient Park,33619,27.9725214,-82.3728708
NRlz,Santa Rosa,"32533, 32561, 32570",30.7689907,-86.9824288,Mtnl,Oriole Beach,32563,30.3738103,-87.0913555
7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,"32801, 32828",28.5383832,-81.3789269
ABPI,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,U225,Ormond Beach,"32174, 32176",29.2858129,-81.0558894
YK4S,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,vDKC,Ormond-by-the-Sea,32176,29.3491449,-81.0664455
BmAB,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,4SVm,Oslo,32962,27.5867008,-80.380329
Yuxe,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,56TC,Osprey,34229,27.1961627,-82.4903748
zfjZ,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,Gbxg,Osprey Village,34229,27.1970706,-82.4874588
6y1y,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,2G2H,Osteen,32764,28.8461019,-81.1625612
gfgg,Levy,"32621, 32696",29.3178545,-82.820974,pMPl,Otter Creek,32683,29.3249653,-82.7717811
hS28,Gulf,"32456, 32465",29.9342893,-85.2308414,n1Zx,Overstreet,32456,29.9982594,-85.3688086
7EN1,Seminole,"32707, 32746, 32773",28.7131688,-81.2078164,6MNX,Oviedo,32765,28.669997,-81.2081203
1UId,Sumter,"33513, 33585, 34785",28.6747526,-82.0842901,TX252K,Oxford,34484,28.9274834,-82.0373039
B50J,Citrus,"34429, 34448, 34465",28.8848842,-82.5185837,tiUq,Ozello,34429,28.8258147,-82.6570459
Q9j8,Santa Rosa,"32533, 32561, 32570",30.7689907,-86.9824288,cs8Y,Pace,32571,30.5993603,-87.1610807
juzs,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,XTD5,Pahokee,33476,26.8200607,-80.665335
knrU,Flagler,"32110, 32136, 32164",29.4086072,-81.2518833,FLDE,Painters Hill,32136,29.53303,-81.1531161
ruEW,Lake,"32757, 32778, 34748",28.702847,-81.7787021,0SWJ,Paisley,32767,28.9835966,-81.5417375
1YqL,Putnam,"32177, 32148, 32131",29.6265157,-81.7787021,A2DB,Palatka,32177,29.6485801,-81.6375819
SjrQ,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,QAEJ,Palm Beach,33480,26.7056206,-80.0364297
tibR,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,H6XJ,Palm Beach Gardens,"33410, 33418",26.8396096,-80.1019144
TIDd,Martin,"34994, 34997, 34957",27.0804935,-80.4103957,E7MC,Palm City,34990,27.1678268,-80.2661591
L9w5,Flagler,"32110, 32136, 32164",29.4086072,-81.2518833,Gerv,Palm Coast,"32137, 32164",29.5844524,-81.2078699
Zhuo,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,IKXB,Palm Harbor,"34683, 34684",28.0780718,-82.7637127
V3Cw,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,c1bM,Palm Shores,32940,28.1975661,-80.6618234
yslP,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,01D4,Palm Springs,33461,26.6359009,-80.0961538
Gk9N,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,kvYS,Palm Springs North,33015,25.9309271,-80.3283845
qHnW,Glades,"33471, 33935",26.984415,-81.0754657,96NE,Palmdale,33944,26.9453358,-81.3161838
gHZf,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,WJ3L,Palmetto,34221,27.5214269,-82.5723193
bbc3,Wakulla,"32327, 32346",30.1301689,-84.3542049,RCCT,Panacea,32346,30.0295179,-84.3995775
Ypye,Bay,"32401, 32405, 32444",30.1805306,-85.684578,GQ3B,Panama City Beach,"32407, 32413",30.1765914,-85.8054879
gJwX,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,VgxY,Paradise Heights,32703,28.6236102,-81.5439618
9wTY,Bay,"32401, 32405, 32444",30.1805306,-85.684578,nOiw,Parker,32404,30.1310353,-85.6032594
zK0l,Broward,"33004, 33301, 33324",26.190096,-80.365865,Q0Rv,Parkland,"33067, 33076",26.3107774,-80.2532249
oCLX,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,0dBS,Parque Highland,32603,27.3688418,-81.2518833
K6z2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,K394,Parrish,34219,27.5877496,-82.4254998
5RDr,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,SP9b,Patrick Air Force Base,32925,28.2394645,-80.6075172
m0Jm,Walton,"32433, 32459, 32550",30.5640199,-86.1751759,fylc,Paxton,32538,30.9815697,-86.3074456
jdTe,Broward,"33004, 33301, 33324",26.190096,-80.365865,L1E9,Pembroke Pines,"33024, 33026",26.007765,-80.2962555
iEVo,Clay,"32043, 32068, 32073",29.9943564,-81.7787021,MAGq,Penney Farms,32079,29.9796854,-81.8103743
yT3Z,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,YOYE,Pensacola,"32501, 32503",30.421309,-87.2169149
ecTx,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,ckog,Pensacola Beach,32561,30.3337006,-87.1411089
GsDM,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,cq6b,Perdido Key,32507,30.3035037,-87.4273172
ldK5,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,ZK4Q,Perrine,33157,25.5998322,-80.3550766
7EqO,Taylor,"32348, 32356",30.0993767,-83.6773928,GIKB,Perry,"32347, 32348",30.1115662,-83.5821063
t4WE,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,73JO,Pierson,32180,29.2394229,-81.4656252
s3VI,Escambia,"32501, 32506, 32514",30.6389408,-87.3413599,guAH,Pine Forest,32425,30.5196399,-87.3163636
hjDi,Hernando,"34601, 34608, 34609",28.5578826,-82.4752757,RUFs,Pine Island,33922,28.5727779,-82.6544207
Vdx3,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,uGOW,Pine Island Center,33922,26.6136856,-82.1181479
ykPb,Lake,"32757, 32778, 34748",28.702847,-81.7787021,4l8y,Pine Lakes,32736,28.9410985,-81.4300675
09ps,Citrus,"34429, 34448, 34465",28.8848842,-82.5185837,BrOC,Pine Ridge,34465,28.9383125,-82.473432
yNxS,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,wbs3,Pinecrest,33156,25.6622835,-80.3070395
ThEN,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,mZmF,Pineland,33945,26.6606283,-82.1534262
1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8428025,-82.6995443
36jz,Madison,"32340, 32350",30.4586334,-83.5070203,ZR2J,Pinetta,32350,30.5940965,-83.3523709
Vu0O,Lake,"32757, 32778, 34748",28.702847,-81.7787021,sPSN,Pittman,32736,28.9999846,-81.6417407
hbgO,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UO16,Pittsburg,32428,27.6539208,-81.5025749
eN2c,Highlands,"33825, 33852, 33870",27.3688418,-81.2518833,KqHP,Placid Lakes,33852,27.2414357,-81.4070179
Flv3,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,BFIE,Placida,33946,26.8339094,-82.2624037
Rbq6,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,7QXG,Plant City,"33563, 33566",28.0186323,-82.1128641
AL2o,Broward,"33004, 33301, 33324",26.190096,-80.365865,GY76,Plantation,"33313, 33324",26.1275862,-80.2331036
MsBY,Collier,"34102, 34112, 34120",26.069985,-81.4278984,THKL,Plantation Island,34139,25.8469083,-81.3756862
h1YC,Taylor,"32348, 32356",30.0993767,-83.6773928,Vsb9,Playa Keaton,32348,29.8243861,-83.5948677
daJF,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,uRUL,Playas de Fort Pierce,34949,27.4467056,-80.3256056
LVxD,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,tWXV,Poinciana,"34758, 34759",28.1573736,-81.4709358
LoKG,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,MUY7,Polk City,33868,28.1825147,-81.8239676
fJna,Putnam,"32177, 32148, 32131",29.6265157,-81.7787021,QTRT,Pomona Park,32181,29.5002492,-81.5914659
yreP,Broward,"33004, 33301, 33324",26.190096,-80.365865,UNWO,Pompano Beach,"33060, 33062",26.2378597,-80.1247667
dklv,Volusia,"32114, 32127, 32725",29.0279842,-81.0754657,bB14,Ponce Inlet,32127,29.0963729,-80.9369983
aduP,Holmes,"32425, 32427",30.8740806,-85.80766,fhIh,Ponce de León,32455,30.7229671,-85.9374357
tCoG,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,U0LO,Ponte Vedra,32081,30.2400058,-81.3852595
uhNp,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,Y3RZ,Ponte Vedra Beach,32082,30.2400058,-81.3852595
J2U5,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,SYzQ,Porpoise Point,32084,27.5944783,-80.3464392
Rigj,Charlotte,"33948, 33952, 33981",26.8946009,-81.909826,ud1W,Port Charlotte - Charlotte Harbor,33980,26.9583937,-82.0670333
